mt19937,minstd,knuth_b,ranlux48,Quasi
33.01935,47.294,48.63729,55.58316,96.75293
4.70886,98.20912,79.64066,10.368,46.75293
43.61437,17.06916,99.42742,97.97203,34.25293
68.43799,50.74982,62.88357,17.01171,84.25293
10.47305,74.55335,28.7937,91.79445,59.25293
66.51707,95.06109,11.68081,67.96843,9.25293
98.99258,91.69372,73.72008,85.40239,12.37793
22.3494,83.46667,82.75043,16.09396,62.37793
41.53645,23.53503,34.27779,30.01966,87.37793
37.75192,6.9027,44.84819,88.19862,37.37793
35.66449,26.62949,49.22425,5.59404,49.87793
89.16074,7.87793,37.3209,23.37015,99.87793
47.32102,8.38749,82.5797,1.08274,74.87793
30.5421,89.63504,31.05774,20.30013,24.87793
73.01963,49.92308,95.3604,2.0262,18.62793
21.66165,97.36051,24.8356,15.05006,68.62793
53.5865,48.73356,74.8355,17.04049,93.62793
48.54921,44.41582,92.3696,38.69397,43.62793
72.09153,60.75482,74.84269,19.15419,31.12793
77.60443,38.75443,62.27861,38.92179,81.12793
36.3592,78.36229,97.50587,83.13401,56.12793
32.38329,27.91531,94.47754,37.88326,6.12793
67.49183,17.20461,51.65844,53.11686,4.56543
85.94831,75.28411,53.98479,24.96221,54.56543
26.97353,73.29429,11.45244,24.71084,79.56543
22.4798,62.49582,66.66002,99.75498,29.56543
67.59685,28.37904,17.95499,52.66867,42.06543
7.94165,39.86291,71.23258,44.90818,92.06543
73.23328,38.60791,23.10041,67.07304,67.06543
18.58517,54.6387,5.84485,93.43214,17.06543
81.27243,75.58861,54.87976,40.46743,23.31543
21.90849,42.46119,92.92864,1.47056,73.31543
91.632,2.11513,94.84892,74.7658,98.31543
55.24868,75.532,52.35464,7.85679,48.31543
40.01283,34.34272,27.3237,85.77563,35.81543
64.31958,71.27889,76.34045,72.63096,85.81543
13.40719,98.83051,12.24262,93.34476,60.81543
64.99469,0.84873,76.7101,14.33132,10.81543
82.16236,92.7824,4.86355,39.43244,7.69043
52.0694,61.93576,96.91554,20.22606,57.69043
11.98287,68.82365,12.27002,9.66819,82.69043
45.44662,28.56092,90.99614,89.46962,32.69043
81.2548,99.5308,37.60335,59.26637,45.19043
29.55391,95.0448,94.11536,65.50749,95.19043
58.10812,69.2038,93.12635,11.15538,70.19043
19.48518,50.02276,45.41525,15.10251,20.19043
9.73867,49.54098,51.23999,19.06529,13.94043
62.46873,68.5049,12.00853,99.73,63.94043
94.27995,19.85612,39.70937,91.27097,88.94043
45.46879,69.16029,12.82534,10.52182,38.94043
22.14608,90.77361,47.30792,10.14312,26.44043
41.74067,63.82115,68.76715,49.00646,76.44043
60.56653,80.14887,11.75137,41.7248,51.44043
34.16131,48.41194,81.06711,31.70713,1.44043
95.78302,55.91219,32.0965,96.15805,1.0498
78.1345,81.4543,22.35292,90.20321,51.0498
6.90074,36.42869,53.80933,90.72083,76.0498
67.41036,86.60188,22.22189,77.98939,26.0498
83.06762,78.73186,82.58077,65.52376,38.5498
37.30403,97.16506,18.83842,55.07807,88.5498
45.1334,50.61092,7.37284,61.62829,63.5498
81.28351,86.81809,34.23664,29.39868,13.5498
88.55655,71.37539,38.52697,89.6219,19.7998
36.32377,22.24705,61.4248,86.26446,69.7998
37.29685,70.83028,85.45943,17.10922,94.7998
49.58215,90.38408,97.20404,8.45556,44.7998
65.99736,1.41468,69.50748,82.45795,32.2998
46.04321,8.04659,18.80386,72.86607,82.2998
23.43645,97.17169,49.88143,16.81115,57.2998
20.81444,11.34276,34.39243,11.48311,7.2998
87.8634,80.32411,66.4492,4.97192,10.4248
76.35977,43.01462,65.92461,47.21117,60.4248
13.68295,42.80591,85.1489,63.81353,85.4248
52.90652,6.90807,6.60792,78.43244,35.4248
4.31,2.83005,99.20978,54.91382,47.9248
90.36359,49.15036,78.06339,4.85361,97.9248
62.17967,70.64472,69.5372,87.40395,72.9248
71.12097,53.23759,72.13801,18.47317,22.9248
21.27441,11.07112,36.53802,68.63845,16.6748
49.81437,27.96995,41.10565,45.0082,66.6748
30.64106,23.09566,7.9591,69.9209,91.6748
94.74741,82.02959,4.46765,31.60809,41.6748
14.60232,51.95072,19.43592,41.12258,29.1748
74.59026,18.51617,2.21218,35.78411,79.1748
71.73933,92.71802,89.12385,77.03975,54.1748
92.44743,87.75082,22.75656,44.58871,4.1748
30.90379,13.25641,9.99103,10.25472,5.7373
30.14536,86.47459,19.25341,48.23575,55.7373
26.7824,25.44049,33.57723,68.41714,80.7373
70.74694,16.78601,49.11466,36.42473,30.7373
31.75643,92.52245,31.41384,85.44012,43.2373
38.09893,93.42502,61.28623,67.52316,93.2373
52.71169,56.32784,46.93153,62.24036,68.2373
96.68713,43.52084,57.63339,82.83679,18.2373
44.16268,92.41257,61.7625,92.80521,24.4873
18.57035,49.30625,31.09359,44.10255,74.4873
29.73223,88.41734,23.67491,15.65761,99.4873
44.89135,19.18515,48.56065,84.8976,49.4873
10.47132,28.15699,21.83352,50.78222,36.9873
22.64669,10.02453,64.17741,15.84928,86.9873
71.17477,81.90695,59.34109,33.94075,61.9873
37.53488,95.60211,31.28867,97.07387,11.9873
95.69907,13.49096,75.38561,70.50444,8.8623
85.95132,47.81316,62.29917,73.38121,58.8623
35.7687,81.22703,89.96819,5.9968,83.8623
65.21073,7.45548,25.75552,8.97426,33.8623
50.33204,66.44664,21.67225,34.87047,46.3623
73.04159,99.20526,73.80167,35.85539,96.3623
75.57306,33.66687,59.41981,96.94702,71.3623
23.73702,32.3773,55.77275,53.3907,21.3623
89.2161,68.27632,90.65758,4.3525,15.1123
70.00142,56.51261,37.07965,80.28324,65.1123
39.71213,49.97106,67.67928,61.95483,90.1123
1.18164,82.7875,38.27124,13.52174,40.1123
40.74918,88.3035,61.71349,12.26449,27.6123
74.01594,79.55425,64.2081,30.35666,77.6123
70.44805,83.91002,9.6698,98.72263,52.6123
92.60987,63.2672,44.48528,18.35185,2.6123
20.62033,28.97227,20.21211,37.6181,1.83105
65.39716,89.31593,80.40554,97.47615,51.83105
7.99218,0.24542,42.10875,63.95386,76.83105
21.17026,82.95116,61.47184,58.16077,26.83105
16.10306,59.21398,88.5964,21.93473,39.33105
58.86361,31.77762,52.2334,77.01308,89.33105
3.35242,83.69823,62.17291,3.6523,64.33105
43.11005,61.53656,10.65034,19.85799,14.33105
18.72112,23.27325,69.30296,76.26664,20.58105
19.4656,75.53289,32.45971,77.51503,70.58105
11.8268,67.40495,5.37589,0.81024,95.58105
96.7052,67.00743,22.16198,91.74681,45.58105
66.88552,99.48811,6.89211,11.34301,33.08105
78.62595,31.69197,40.74381,20.92261,83.08105
81.50783,34.69719,90.78697,18.56531,58.08105
60.39053,63.71266,70.35661,57.55988,8.08105
13.50364,46.00465,81.99333,84.52172,11.20605
45.86699,29.98932,36.40206,41.78151,61.20605
89.30498,98.23712,42.54224,98.98357,86.20605
69.5816,35.93763,15.59461,9.21951,36.20605
46.65561,34.01661,24.29491,19.4845,48.70605
41.02562,75.38736,98.9995,82.29564,98.70605
28.90317,77.76559,13.38802,2.31017,73.70605
5.36475,55.08962,43.66523,32.44735,23.70605
75.84367,74.26891,90.58831,54.88108,17.45605
46.52049,18.38144,20.63043,61.67727,67.45605
66.38889,74.94421,66.25805,32.96039,92.45605
75.89029,5.71694,38.84261,57.85196,42.45605
50.5483,56.30926,99.46025,13.66458,29.95605
93.09552,24.98173,27.09249,22.70461,79.95605
95.32552,95.48042,5.95436,6.62318,54.95605
12.51983,89.6731,12.40036,96.65431,4.95605
39.53393,82.57566,50.10847,93.07603,3.39355
27.38139,36.03886,1.45928,44.53826,53.39355
12.84113,8.20081,89.22217,69.901,78.39355
53.25634,34.13332,3.86327,17.3583,28.39355
36.01936,16.64244,58.78562,85.02562,40.89355
81.21576,94.61433,56.86672,71.35146,90.89355
77.09254,33.13176,81.54434,36.92388,65.89355
51.84581,5.6777,70.48026,9.31114,15.89355
32.80654,88.82643,27.0229,31.39393,22.14355
64.01188,20.98485,36.12477,10.8178,72.14355
83.64837,76.34658,95.12431,95.72726,97.14355
4.60881,2.40228,70.61339,12.44861,47.14355
7.91344,36.98778,56.70218,37.78842,34.64355
9.67142,88.85774,99.42755,40.43665,84.64355
94.8547,88.2452,43.94837,39.35709,59.64355
91.01777,19.6554,78.5871,18.88638,9.64355
59.64702,40.80772,64.66986,42.22334,6.51855
10.553,48.37843,11.0955,59.10003,56.51855
4.43086,15.1025,84.85536,69.40068,81.51855
2.23917,33.58236,72.65094,94.75889,31.51855
3.63895,86.02297,49.24696,41.25683,44.01855
86.82787,99.51833,81.29691,73.59295,94.01855
17.02276,51.56647,78.90731,90.93108,69.01855
59.48374,86.68711,43.46871,49.2416,19.01855
5.17822,14.84019,68.64334,69.06444,12.76855
93.48387,4.30786,28.40481,91.91442,62.76855
60.94892,28.10668,0.51504,83.31672,87.76855
21.29109,45.69283,94.85724,80.96072,37.76855
51.13156,17.05638,50.27706,32.68377,25.26855
55.29807,82.12467,78.71571,11.77924,75.26855
10.85811,98.15372,69.79047,19.41039,50.26855
46.47152,17.83173,49.99706,92.89991,0.26855
5.83116,35.06483,78.25487,83.58192,0.36621
41.72258,45.91203,22.56899,95.93742,50.36621
88.70375,13.25056,84.65152,45.54464,75.36621
49.60225,92.88442,64.36007,13.85757,25.36621
46.87544,54.53661,77.48471,57.92909,37.86621
44.37092,21.30859,12.57624,15.00784,87.86621
22.87078,19.6301,58.37864,13.72171,62.86621
52.66833,57.78086,6.17459,17.75178,12.86621
94.03529,24.47237,73.85863,56.56302,19.11621
40.24102,90.41964,20.35262,55.23731,69.11621
0.0911,41.8354,75.6103,51.52873,94.11621
86.98889,67.50648,91.1789,57.9243,44.11621
43.6434,93.93312,27.40598,34.27096,31.61621
5.39048,76.16237,92.67293,42.38242,81.61621
70.1358,20.27097,12.3793,98.93032,56.61621
28.7513,81.18363,9.51561,96.68218,6.61621
98.17198,75.73453,44.30554,26.95072,9.74121
58.96989,34.54308,13.92004,38.30345,59.74121
41.90811,18.87629,56.96873,95.70991,84.74121
85.0549,0.16875,3.33905,55.30989,34.74121
6.03751,14.01796,76.81938,38.06616,47.24121
12.83461,69.42038,56.90888,32.5325,97.24121
81.8347,48.58371,87.92201,46.00673,72.24121
11.85469,73.7363,73.11689,25.03016,22.24121
45.48899,72.72253,73.11633,54.06679,15.99121
36.43282,83.39258,0.03574,69.21241,65.99121
93.93364,92.50286,69.05351,8.404,90.99121
44.83161,30.004,91.99359,88.09527,40.99121
34.54688,23.72204,12.8297,8.00493,28.49121
29.97226,25.55012,41.40018,29.92193,78.49121
66.88604,77.04774,48.46033,32.04717,53.49121
54.95164,37.56084,79.53209,14.38412,3.49121
5.51354,52.70176,4.26192,26.65739,5.05371
42.51353,25.89659,61.8211,26.34919,55.05371
98.22829,77.99224,24.16706,27.99452,80.05371
26.17463,46.35031,44.05877,9.97547,30.05371
35.02415,35.68647,77.12066,19.11257,42.55371
36.29909,88.03891,5.87911,10.09385,92.55371
36.64508,10.67185,48.61344,65.26686,67.55371
77.24579,88.41885,58.94901,51.37172,17.55371
87.44711,3.5835,95.78665,96.88866,23.80371
79.33792,39.93239,70.13187,75.05383,73.80371
4.74628,20.14991,95.78179,9.00996,98.80371
87.50522,23.62345,23.01025,0.41042,48.80371
25.04754,48.30417,20.10086,68.97612,36.30371
57.24294,86.01222,60.79363,58.51241,86.30371
25.85191,33.9331,83.17043,34.33236,61.30371
24.52736,94.39631,67.9453,11.40311,11.30371
25.40196,17.27348,5.28479,99.21166,8.17871
76.10135,30.99974,6.34724,37.20534,58.17871
85.59715,93.71555,54.08437,8.06386,83.17871
14.97204,82.65052,33.53489,4.59298,33.17871
90.21568,80.45933,87.86406,58.30569,45.67871
54.38734,83.94735,55.80456,33.68284,95.67871
41.37166,54.84483,44.11332,82.83693,70.67871
26.84265,71.50051,97.6939,29.16513,20.67871
63.29002,77.08233,0.63631,86.03856,14.42871
22.24398,24.75991,75.81854,57.44165,64.42871
12.6298,50.24006,51.29945,49.34441,89.42871
45.37699,61.32671,53.90873,23.87022,39.42871
66.67124,28.63488,57.85086,54.1055,26.92871
64.33456,25.90259,88.44353,81.94146,76.92871
1.77547,70.07998,28.81214,20.45111,51.92871
10.23699,22.68866,73.49704,65.34666,1.92871
38.74284,74.58259,83.73851,64.32711,2.70996
89.54275,87.31566,63.84148,5.2589,52.70996
5.64945,22.50234,70.32986,22.04352,77.70996
45.25892,76.41123,11.34896,18.46088,27.70996
51.40707,84.17057,74.90204,6.73934,40.20996
52.95818,49.14707,34.21569,38.69391,90.20996
33.45028,87.49889,10.84157,47.95705,65.20996
6.21507,31.0686,23.46972,38.93246,15.20996
20.51414,57.58693,47.37178,43.18873,21.45996
88.49784,82.80591,71.76916,51.38842,71.45996
6.2997,11.12494,85.49266,0.77247,96.45996
91.34887,46.46791,20.905,68.58576,46.45996
62.47043,67.78904,99.51511,42.18394,33.95996
31.6728,77.60908,34.47937,91.13739,83.95996
19.45382,79.86407,57.22682,65.42058,58.95996
53.75062,82.47388,18.49371,67.31257,8.95996
33.19795,8.94461,53.76601,28.48725,12.08496
82.36899,49.18619,50.09231,27.10405,62.08496
74.12182,59.47356,65.48058,55.75037,87.08496
13.24659,54.58863,60.72036,64.96676,37.08496
44.0534,40.0626,89.908,44.61838,49.58496
65.59582,12.27735,36.66028,91.74874,99.58496
86.55967,7.74803,10.00519,61.1866,74.58496
1.16036,59.40983,9.51736,97.09979,24.58496
31.28017,19.36818,89.98693,23.39721,18.33496
98.0875,21.05567,27.74982,46.81786,68.33496
69.21373,44.53032,69.56683,28.56237,93.33496
53.3005,83.21041,50.86366,32.93241,43.33496
78.77116,16.44688,38.9995,30.50432,30.83496
38.08272,5.01539,7.81219,35.35514,80.83496
9.07177,48.29579,60.18218,60.6559,55.83496
97.11328,11.77484,96.44737,21.70578,5.83496
30.84332,71.18641,49.19537,14.6604,4.27246
16.92405,8.184,70.88856,80.06442,54.27246
35.58822,24.97587,79.45185,91.36236,79.27246
22.71035,62.45544,13.35768,27.79903,29.27246
0.67355,71.17811,11.62257,37.1018,41.77246
13.91248,45.2553,21.77518,7.5639,91.77246
67.7877,29.83411,92.04601,26.31398,66.77246
5.12103,9.4898,41.30168,94.4044,16.77246
15.29262,93.05281,93.93931,16.20206,23.02246
51.24989,15.34808,78.63416,23.94511,73.02246
23.2542,87.08894,27.62601,80.14745,98.02246
55.96897,17.19905,85.35503,57.44232,48.02246
96.02167,58.60121,87.98439,18.78496,35.52246
12.71303,36.72256,31.22608,65.57598,85.52246
62.30338,62.9159,94.3325,56.31538,60.52246
44.6084,62.96201,60.6772,98.21091,10.52246
31.57901,99.19951,52.22316,34.6192,7.39746
40.13633,35.97836,55.11627,38.69017,57.39746
4.88138,38.00572,37.63564,2.80033,82.39746
84.88798,41.03586,47.21889,30.15821,32.39746
96.85583,69.3336,20.28032,93.15602,44.89746
34.18964,9.51708,52.43641,60.27942,94.89746
35.56899,75.87468,53.06909,49.37076,69.89746
50.13253,97.3559,93.97434,82.3738,19.89746
84.37785,50.61035,37.3423,53.95263,13.64746
4.10378,80.89563,55.72352,79.68912,63.64746
33.83785,52.83487,6.24407,14.78723,88.64746
31.26113,68.14326,42.21522,55.56441,38.64746
80.88875,30.43947,40.14054,1.40849,26.14746
50.43572,97.10672,10.34532,45.17241,76.14746
46.78055,83.69077,26.74704,55.09045,51.14746
54.95182,65.51956,78.65025,61.60195,1.14746
22.36745,17.59135,44.86916,8.03463,1.53809
50.01785,83.12551,72.76428,40.86338,51.53809
63.65795,44.17923,6.38786,56.46486,76.53809
9.98308,33.8642,27.98725,68.01365,26.53809
24.78427,14.6529,91.09185,95.82304,39.03809
94.47129,40.33373,37.98689,37.25626,89.03809
84.358,34.0118,47.16506,73.73319,64.03809
48.61372,36.78181,34.29933,50.08773,14.03809
67.35775,18.9461,39.41052,82.44406,20.28809
46.32901,9.84699,55.38213,97.73217,70.28809
60.34207,1.84326,73.73059,9.01169,95.28809
55.03442,90.94325,51.31516,46.97334,45.28809
8.61918,72.11551,11.20485,64.33054,32.78809
17.10857,29.93221,22.15491,72.10659,82.78809
70.9474,49.60574,19.95823,3.30993,57.78809
8.51002,87.3471,12.51798,45.53577,7.78809
47.06354,3.27381,96.60519,49.48541,10.91309
20.969,20.17169,5.99958,40.21858,60.91309
63.20135,99.42564,27.04992,36.8951,85.91309
82.5124,87.46711,70.19219,60.54922,35.91309
45.70123,87.15144,4.91715,72.1801,48.41309
99.76611,96.68886,26.48358,82.10903,98.41309
52.39039,40.61411,45.60251,52.31899,73.41309
12.33846,44.09243,81.9163,23.41149,23.41309
11.70401,49.29194,59.85127,69.60921,17.16309
43.84696,46.02802,31.37768,59.03277,67.16309
58.94215,63.36169,11.13647,81.5991,92.16309
37.47729,33.64036,66.09724,31.83026,42.16309
98.56236,26.19683,8.15038,87.6696,29.66309
73.75655,39.6843,29.71092,30.52532,79.66309
99.06193,90.37549,89.61586,10.61809,54.66309
37.9601,63.27017,88.82329,45.70485,4.66309
58.21149,39.07921,62.12751,39.3289,6.22559
0.83361,67.4782,81.74989,42.36382,56.22559
80.25007,73.99162,29.19861,38.70182,81.22559
21.07279,42.15958,37.47208,69.80702,31.22559
49.8809,77.34411,61.71369,51.71038,43.72559
18.44187,90.49019,9.3669,94.95611,93.72559
60.90761,75.53611,0.57944,81.07115,68.72559
95.73944,86.53119,90.84418,92.01772,18.72559
2.50179,26.09819,65.42249,94.47396,24.97559
59.84931,86.74211,58.51988,22.83737,74.97559
54.74078,75.62918,58.20251,67.17482,99.97559
53.54961,75.1999,82.18856,31.80407,49.97559
89.86248,76.94753,33.67523,0.97945,37.47559
2.60058,22.87861,45.65979,82.88546,87.47559
39.54594,28.59118,15.43198,2.29892,62.47559
94.08787,47.20947,42.48152,25.56418,12.47559
94.33381,20.62172,63.59176,32.28318,9.35059
36.07837,67.08265,26.64946,30.36858,59.35059
12.42618,37.59236,59.09071,28.08644,84.35059
23.82323,86.95065,17.71528,13.86936,34.35059
94.65741,73.64062,64.22712,34.20035,46.85059
16.08284,12.8808,26.08815,33.9806,96.85059
63.24461,68.48628,86.89412,36.09978,71.85059
7.64449,40.24083,59.31895,72.54759,21.85059
31.60124,47.47907,10.19436,89.20817,15.60059
11.78488,48.5501,69.61265,29.9149,65.60059
1.28736,26.78427,50.49526,39.65584,90.60059
99.6574,12.02218,44.46751,28.3092,40.60059
96.60842,3.49057,32.19941,95.19865,28.10059
51.59421,33.10225,77.03354,25.81518,78.10059
28.32321,5.83978,69.38615,20.08701,53.10059
23.22635,1.42576,49.58378,58.89433,3.10059
16.97643,71.48547,15.50845,81.48522,2.31934
5.68323,46.97795,29.47703,38.26695,52.31934
70.4749,0.48517,41.16088,63.80147,77.31934
55.6335,10.80154,80.73743,50.3548,27.31934
70.72131,59.51829,10.15417,34.18218,39.81934
59.16319,0.89348,69.7961,53.2743,89.81934
45.38902,17.2619,93.78936,93.42378,64.81934
70.91727,15.46329,17.18725,60.26067,14.81934
20.96382,38.77933,95.91256,0.81513,21.06934
52.25078,67.49587,54.33251,70.28536,71.06934
92.51329,22.76759,35.60248,91.63306,96.06934
68.30627,84.55961,61.9124,14.92597,46.06934
59.15848,39.02059,65.94063,35.69024,33.56934
95.88226,68.50744,95.77962,26.1347,83.56934
26.75605,56.89865,51.43997,51.9015,58.56934
26.73717,0.28801,84.97931,55.35938,8.56934
86.13067,38.1687,40.91334,64.55729,11.69434
11.66638,97.58709,81.99669,23.75394,61.69434
19.68605,84.08442,68.42265,13.2361,86.69434
69.07111,35.86083,71.94939,88.19487,36.69434
25.15883,51.5723,41.35833,76.18978,49.19434
33.19605,85.14212,8.36819,86.38967,99.19434
0.03629,17.72204,12.10504,82.39223,74.19434
49.78066,18.19829,43.14856,71.3339,24.19434
20.67178,12.04709,86.30702,43.6915,17.94434
56.52416,58.21768,25.46708,95.18791,67.94434
34.90192,75.25457,63.83327,13.61842,92.94434
78.38975,65.74009,44.33771,31.61808,42.94434
57.77679,78.04493,55.3399,41.04045,30.44434
17.61941,23.06824,53.92587,14.62238,80.44434
60.80824,26.52137,71.47848,56.99904,55.44434
75.47492,54.79036,51.64036,10.09285,5.44434
9.0606,53.82035,70.77654,21.15181,3.88184
54.62793,52.84674,1.50062,14.45973,53.88184
48.85213,5.14213,90.95081,13.09279,78.88184
50.16949,35.44701,90.58285,57.73247,28.88184
77.79962,30.63148,80.4333,87.67307,41.38184
30.61561,25.4721,51.56273,18.06629,91.38184
88.19542,23.85924,93.96308,97.49466,66.38184
59.98734,15.30439,92.88754,88.17472,16.38184
29.14681,98.85011,91.58577,38.31622,22.63184
42.41837,50.29867,43.38742,19.78707,72.63184
10.44119,58.65201,49.94173,24.82458,97.63184
22.02315,71.84976,86.68785,9.01969,47.63184
27.55691,71.72521,39.24271,4.89499,35.13184
65.47174,59.55929,86.87179,21.14896,85.13184
84.04882,69.60222,92.11511,38.45958,60.13184
7.29536,84.26981,13.39068,65.42418,10.13184
65.00688,60.28316,80.80274,82.29785,7.00684
89.11137,33.57512,68.38254,93.54347,57.00684
1.46544,51.52668,10.77654,48.52725,82.00684
52.8598,20.69659,39.70402,73.62708,32.00684
98.91563,66.55447,2.34071,98.38358,44.50684
34.43958,1.54427,38.93386,88.30107,94.50684
96.27677,53.61077,50.10983,54.78637,69.50684
56.6521,23.97047,89.06759,79.23272,19.50684
67.73245,85.15223,7.40873,9.2489,13.25684
42.8164,16.74811,29.18444,27.77952,63.25684
90.70171,14.76276,39.03371,94.1741,88.25684
75.68527,99.46605,21.59262,92.70797,38.25684
24.84312,96.93948,65.25779,48.21275,25.75684
11.63762,94.54844,26.76613,56.65955,75.75684
83.02663,83.74669,2.06528,90.72491,50.75684
87.75165,46.35018,15.07649,38.52948,0.75684
94.67905,72.49983,45.14138,85.00328,0.56152
43.89364,3.70003,76.118,81.00186,50.56152
1.97506,30.71993,15.24948,89.07572,75.56152
54.33904,41.57333,88.44176,39.26986,25.56152
87.28651,65.30022,54.77846,61.15402,38.06152
61.65774,23.54858,31.30069,6.51034,88.06152
35.69118,99.15684,23.66129,21.97719,63.06152
24.37799,38.17307,95.85428,97.92088,13.06152
72.37118,64.1707,48.85923,75.26284,19.31152
82.99667,24.15035,90.99237,73.71169,69.31152
54.85894,80.12656,1.33414,35.8945,94.31152
33.35165,86.63719,40.27442,99.43891,44.31152
30.2002,14.86015,54.6874,67.23641,31.81152
67.90234,47.78906,22.92281,73.41335,81.81152
47.94491,82.91543,78.24946,97.63754,56.81152
40.98703,82.29681,84.65324,57.4134,6.81152
93.38686,43.62859,40.28841,74.11644,9.93652
83.40723,58.62815,68.58421,65.7861,59.93652
20.63177,53.01584,18.97399,62.29147,84.93652
2.19352,6.77305,24.01337,49.19975,34.93652
36.8438,61.20738,89.51719,2.72964,47.43652
35.21451,37.68463,68.17784,19.5255,97.43652
50.05615,59.24166,12.96077,31.44728,72.43652
65.63541,0.6845,31.73673,12.16126,22.43652
41.98863,24.4527,67.49866,54.43739,16.18652
36.47833,80.333,47.52561,79.39383,66.18652
17.17057,33.90062,22.31708,14.26931,91.18652
48.58165,29.7016,98.34624,56.00988,41.18652
10.06909,86.30371,15.65921,95.57894,28.68652
31.61872,47.14292,32.75164,24.09646,78.68652
46.32548,40.47391,66.41895,28.33892,53.68652
86.80969,37.55741,93.76601,34.33356,3.68652
53.6022,80.55807,41.5837,29.29105,5.24902
40.80018,29.1068,7.47365,86.68881,55.24902
19.46046,2.31183,73.29001,11.63831,80.24902
44.84397,4.13105,46.3163,52.08881,30.24902
64.8868,97.62119,92.1093,56.05175,42.74902
20.87485,26.34521,43.30168,10.15102,92.74902
24.72064,66.35077,81.02712,14.22962,67.74902
97.90198,69.24758,26.45706,21.95959,17.74902
30.48112,29.48238,7.70478,45.22598,23.99902
96.03902,7.50951,68.87627,55.76468,73.99902
67.68514,10.76088,83.72065,0.97101,98.99902
47.17244,53.60776,63.69022,52.14051,48.99902
85.10265,41.59618,13.38149,76.04097,36.49902
36.79359,90.92069,49.55802,39.34985,86.49902
14.12697,20.0194,50.45108,39.69266,61.49902
47.59192,46.78047,63.87396,14.05975,11.49902
3.699,59.5403,20.8146,67.05707,8.37402
29.0302,76.95623,25.75518,13.07879,58.37402
81.28203,12.02212,62.12311,66.82182,83.37402
91.90547,48.92469,87.91393,11.68076,33.37402
30.74728,14.20923,3.08854,22.06426,45.87402
91.85055,37.71137,14.97197,26.98035,95.87402
38.28244,30.97472,30.04362,0.84574,70.87402
72.75037,9.3753,92.0552,47.85799,20.87402
80.38002,30.11994,52.23019,34.0129,14.62402
1.29021,61.78352,61.55251,24.45285,64.62402
89.87973,93.21868,12.92093,27.09486,89.62402
53.42483,75.42444,17.5868,43.1562,39.62402
70.30812,84.4897,56.06913,52.72134,27.12402
65.69615,33.09321,87.24131,0.1417,77.12402
56.3475,94.72284,61.71504,56.86247,52.12402
99.90319,58.68075,63.36225,62.34679,2.12402
36.68281,61.68229,72.23806,80.96184,2.90527
36.33361,81.29111,18.27872,28.23538,52.90527
29.53373,29.59391,17.13867,11.0318,77.90527
29.18493,22.93956,90.93268,72.97644,27.90527
12.1636,8.50559,72.95152,19.04347,40.40527
81.49376,59.51661,28.28537,37.05482,90.40527
35.09322,68.46003,68.51704,7.22689,65.40527
53.04842,76.05017,3.12287,46.5533,15.40527
12.25509,28.17906,21.4088,41.65959,21.65527
36.53748,46.42248,86.7475,26.27098,71.65527
22.12576,95.93379,92.08977,74.16717,96.65527
76.21576,71.61702,39.06635,49.42665,46.65527
2.17854,62.84152,80.19517,32.56945,34.15527
90.64708,51.29218,31.74413,78.76379,84.15527
66.5988,57.52859,14.59381,2.32559,59.15527
43.32497,90.37603,33.94728,99.74094,9.15527
34.30854,22.34303,5.6176,69.42511,12.28027
13.35189,35.77694,29.26235,10.25168,62.28027
96.79492,9.26499,33.30582,34.05361,87.28027
44.5128,27.9043,49.70451,76.72351,37.28027
47.21547,55.22721,89.93717,80.92626,49.78027
65.40619,52.84211,0.21358,68.24094,99.78027
6.14912,87.71798,9.57953,40.87547,74.78027
33.4604,87.50094,64.56003,24.01016,24.78027
37.52376,94.9292,96.13854,32.4699,18.53027
11.29588,65.39538,33.00044,90.04837,68.53027
3.72336,10.99535,4.97298,77.60137,93.53027
84.56342,82.85477,25.30331,99.25393,43.53027
54.05024,34.38702,86.40988,47.84703,31.03027
20.23574,40.48744,62.9021,83.47583,81.03027
85.91991,75.75666,83.66702,41.47306,56.03027
23.18621,45.54881,41.53493,99.95287,6.03027
94.36846,41.70447,5.85262,27.72252,4.46777
16.32785,12.13126,78.83213,53.63083,54.46777
84.24276,80.55965,56.975,76.17563,79.46777
48.2454,51.66752,24.81016,77.96886,29.46777
25.41693,0.25508,43.68313,4.01876,41.96777
23.41835,15.12162,17.00808,70.92557,91.96777
86.02748,91.80142,97.02239,15.68257,66.96777
38.03092,21.97006,59.82088,19.94998,16.96777
16.66388,26.91452,12.30551,32.89015,23.21777
22.74031,24.74851,75.77503,17.51531,73.21777
93.53242,36.49211,46.29561,11.55747,98.21777
29.18091,59.58112,83.58495,16.28839,48.21777
49.56822,48.99682,62.99107,84.20784,35.71777
99.69133,93.98746,48.41871,46.60998,85.71777
99.48655,38.85763,55.68531,92.33405,60.71777
66.3113,26.53027,43.10047,99.09922,10.71777
88.24705,54.48111,47.39089,98.84079,7.59277
50.06499,52.67571,15.36341,49.38748,57.59277
51.63087,36.54873,18.02328,31.7044,82.59277
15.28064,20.06302,18.25662,87.86804,32.59277
57.45501,65.87935,53.7101,29.59962,45.09277
12.43222,95.21439,91.77506,23.11437,95.09277
34.44448,30.04557,73.57115,1.13447,70.09277
34.65895,32.36623,60.37191,76.28571,20.09277
50.57503,67.74305,88.92055,27.67279,13.84277
