Quasi,mt19937,minstd,knuth_b,ranlux48
45.37354,52.16779,88.97106,80.3266,26.44222
95.37354,27.94886,49.36433,78.24322,76.10557
70.37354,8.72033,22.8934,70.39473,70.45209
20.37354,44.10155,48.63379,78.0388,41.98769
14.12354,46.10764,62.27472,57.87663,89.58325
64.12354,15.63085,21.17822,15.83571,63.39786
89.12354,98.55797,96.08056,91.55956,3.38487
39.12354,95.94272,26.48674,3.4284,34.31125
26.62354,25.44044,42.56703,18.36568,78.34408
76.62354,13.48692,58.11103,77.09981,72.19601
51.62354,62.08227,38.32989,94.32214,59.4145
1.62354,40.26899,60.11771,44.09627,4.97967
2.40479,27.48999,60.53425,88.59496,56.54734
52.40479,27.53696,67.89665,0.14146,7.77391
77.40479,62.40554,39.21027,98.36383,33.78862
27.40479,37.52063,68.33859,30.86829,78.47414
39.90479,55.74827,74.52771,19.84857,37.14802
89.90479,43.97444,91.75224,75.51313,22.26183
64.90479,15.19695,5.88269,60.59172,71.31175
14.90479,32.15337,35.15003,64.85394,10.27846
21.15479,45.4781,31.44037,4.74671,8.06384
71.15479,36.62696,68.11049,36.08486,8.82699
96.15479,95.23703,11.26581,45.67801,0.96785
46.15479,28.48175,1.07366,92.15648,17.70994
33.65479,81.1228,7.84144,52.56405,24.02284
83.65479,85.204,58.51332,80.00027,3.65234
58.65479,26.23252,91.88183,29.49222,98.05725
8.65479,13.04985,51.14538,48.21663,19.5141
11.77979,38.56788,39.15027,76.76142,84.71299
61.77979,22.97017,19.91247,77.32085,64.50451
86.77979,81.13468,73.7273,75.2221,28.63647
36.77979,97.71309,18.25641,69.16106,32.49355
49.27979,43.34008,16.10257,17.05018,45.50776
99.27979,2.31338,1.57652,48.61465,33.57886
74.27979,31.76009,10.93165,46.18997,78.01735
24.27979,72.13876,47.88982,64.14669,19.52469
18.02979,81.94349,51.55018,80.13789,45.53674
68.02979,70.86711,34.95707,49.48028,33.99673
93.02979,50.58554,83.47284,52.5305,62.4041
43.02979,66.06602,26.60949,13.17801,83.04369
30.52979,3.27448,44.44681,95.10175,17.03635
80.52979,13.35259,36.92732,43.90153,65.30719
55.52979,51.84096,31.45328,72.95697,3.76442
5.52979,64.92033,73.71757,25.47173,36.22987
3.96729,18.64163,85.66694,95.60692,18.23598
53.96729,78.56974,84.43186,32.10009,98.31708
78.96729,94.95875,33.19218,84.69413,78.57205
28.96729,44.5404,0.31454,39.75347,18.13016
41.46729,39.08185,18.09846,78.18446,84.88222
91.46729,86.56054,53.21328,41.03257,54.0479
66.46729,94.77122,53.27775,21.19287,34.63176
16.46729,3.50883,45.88466,19.9859,65.38931
22.71729,26.21077,20.50996,73.27398,31.13912
72.71729,45.62129,80.97966,55.79943,13.30743
97.71729,56.49531,91.60082,92.11708,1.71863
47.71729,61.05616,60.88201,47.5135,41.53818
35.21729,79.46484,8.72528,75.00578,92.67027
85.21729,9.81981,11.23723,87.33348,38.38474
60.21729,44.98839,91.99125,35.62381,90.02624
10.21729,94.37506,19.90531,40.66988,36.78655
7.09229,75.7609,53.9226,47.64573,67.31495
57.09229,64.6858,28.05267,9.26409,22.33622
82.09229,14.84026,2.67655,90.84648,89.81978
32.09229,88.8555,27.10497,5.2709,37.17157
44.59229,72.58076,61.78624,24.52833,73.35915
94.59229,15.25113,59.94586,60.44132,59.2208
69.59229,43.61914,6.5867,56.25833,44.74728
19.59229,65.5393,60.3941,50.0019,21.94559
13.34229,53.06311,19.00892,71.76736,58.9753
63.34229,92.06633,87.58394,53.00881,90.32204
88.34229,59.28898,72.54772,44.60475,40.97578
38.34229,59.75632,49.62068,38.68627,98.79818
25.84229,29.76387,33.04248,99.87132,29.06181
75.84229,16.09705,65.13499,87.7595,24.77422
50.84229,15.01491,17.10277,16.09053,28.13407
0.84229,88.35368,23.90657,99.99979,75.1606
1.23291,15.91769,21.59109,54.72915,40.36656
51.23291,12.39828,48.78618,7.97878,88.62349
76.23291,31.68243,29.21799,90.12938,74.97282
26.23291,64.56214,41.66758,77.79797,86.49273
38.73291,10.48648,46.28297,83.05523,49.97896
88.73291,96.14421,93.91081,99.1086,35.71284
63.73291,99.67017,0.11504,83.46121,94.48182
13.73291,28.03165,89.68421,25.94635,55.74255
19.98291,69.15649,54.12431,15.72629,14.44162
69.98291,61.65753,78.9508,64.87761,68.6011
94.98291,53.98297,84.73343,4.22624,98.63023
44.98291,99.83991,76.49762,87.77393,65.07823
32.48291,28.99289,61.27195,32.96887,56.55544
82.48291,2.9367,18.03744,26.50264,46.53833
57.48291,90.43451,30.66513,67.3727,98.24839
7.48291,90.01923,18.88025,2.94595,90.60219
10.60791,75.45652,10.34694,98.44698,47.09663
60.60791,29.5277,75.94461,73.88059,79.77418
85.60791,66.29758,16.81488,79.10011,12.76284
35.60791,20.74202,8.44723,56.84554,57.63454
48.10791,87.24295,32.47076,8.62514,45.65815
98.10791,22.53001,77.43652,94.10022,95.4713
73.10791,20.81897,18.80855,32.451,47.29829
23.10791,62.11962,48.83727,2.4973,12.57474
16.85791,54.25232,69.79761,45.16976,46.78899
66.85791,51.61587,63.8785,83.6031,72.786
91.85791,10.34906,25.56591,15.52084,33.40088
41.85791,60.82355,58.32977,45.59594,98.70959
29.35791,7.7166,34.39645,40.20445,76.34031
79.35791,48.76431,55.73836,19.11949,19.40689
54.35791,0.02346,83.85157,56.4437,71.00148
4.35791,50.8864,73.9392,37.36296,40.19789
5.92041,31.38553,22.00552,62.699,55.51241
55.92041,87.63087,8.13449,28.09143,81.43616
80.92041,16.66749,66.47969,43.85561,88.6082
30.92041,11.13565,62.31567,81.31785,64.03877
43.42041,0.33062,35.66857,98.0685,52.42745
93.42041,43.43511,53.62244,90.2247,79.4212
68.42041,37.18727,11.63627,72.62653,43.3452
18.42041,18.6019,96.27235,59.35371,11.01408
24.67041,41.27654,85.52314,62.82017,83.34096
74.67041,20.89525,85.56821,88.76201,6.17238
99.67041,90.87965,98.44764,16.19835,12.50216
49.67041,59.04823,0.42607,82.59337,83.94867
37.17041,46.00813,92.00876,27.07296,15.79856
87.17041,39.76515,46.8049,34.42771,67.34249
62.17041,24.28496,66.59522,7.98464,91.2464
12.17041,87.64149,63.27266,80.30582,41.68677
9.04541,77.857,9.62372,97.14836,83.78245
59.04541,28.02758,82.91025,4.30074,21.28487
84.04541,82.19957,72.8293,46.34783,11.06977
34.04541,42.47533,70.62128,87.94935,40.17755
46.54541,25.56875,30.63738,9.02628,69.30065
96.54541,4.42219,67.90481,26.65953,67.93457
71.54541,27.39865,99.91099,34.54589,84.92091
21.54541,99.79048,27.60582,70.89069,65.31427
15.29541,58.59051,37.27727,35.27211,96.65776
65.29541,46.55517,17.63359,44.97286,25.89018
90.29541,48.88725,80.6652,95.49656,6.74895
40.29541,18.53933,42.98979,73.54495,69.6866
27.79541,93.14328,48.32201,62.25394,22.24866
77.79541,82.08177,10.76546,77.31996,3.80019
52.79541,95.49169,39.24184,25.2188,64.62504
2.79541,45.45293,49.34509,12.75025,58.31591
2.01416,91.40778,70.85763,63.48316,71.25862
52.01416,68.60565,92.71638,54.31435,95.34369
77.01416,46.61865,17.39002,55.72508,20.20048
27.01416,90.68079,38.44628,39.07984,99.13132
39.51416,1.06696,84.03422,73.18007,88.16612
89.51416,97.84796,53.80718,26.88212,64.99482
64.51416,26.43421,5.94484,69.82255,4.14942
14.51416,73.75454,40.30299,79.0229,60.73049
20.76416,4.74441,4.99545,12.2591,50.95609
70.76416,56.29765,8.15149,73.87538,59.28384
95.76416,47.48516,91.35071,21.51072,2.28642
45.76416,28.72107,49.80102,61.55863,21.28113
33.26416,38.38009,79.55738,25.07542,37.38284
83.26416,55.65123,81.18539,85.18135,60.35573
58.26416,83.33947,95.65837,67.50313,28.02409
8.26416,60.07495,36.3829,18.32992,28.88099
11.38916,86.7124,1.66992,44.70054,69.55872
61.38916,99.83707,35.54488,37.93714,53.84443
86.38916,54.48913,87.88685,95.62401,13.02285
36.38916,36.96974,38.54682,94.70939,58.44057
48.88916,44.34077,48.97953,85.63338,40.99861
98.88916,31.91475,43.22864,41.13756,99.22395
73.88916,61.76192,52.00689,68.14737,53.75095
23.88916,63.69666,0.55781,21.06041,50.19086
17.63916,33.59482,58.24786,38.86887,72.2961
67.63916,29.22338,19.78031,6.21543,90.74074
92.63916,92.63247,3.44622,12.41537,58.18578
42.63916,64.49459,53.18801,92.94422,64.95599
30.13916,15.97313,6.90579,26.95964,76.08649
80.13916,59.11883,94.15374,79.58042,30.99619
55.13916,92.5453,70.00546,34.05552,46.12667
5.13916,84.36621,87.66049,43.20166,87.79034
3.57666,32.02572,92.21936,43.23403,79.29091
53.57666,51.83021,35.18314,56.89478,56.90146
78.57666,55.01681,21.22049,62.60781,50.71705
28.57666,58.0454,42.16129,75.16331,66.35094
41.07666,80.53189,7.64663,7.61885,51.65093
91.07666,74.62931,88.51149,62.17409,31.01955
66.07666,58.08742,88.9512,44.30597,84.98814
16.07666,89.18742,4.17119,26.33898,15.12991
22.32666,44.12896,23.97748,59.85657,21.08867
72.32666,24.37929,16.35255,19.1462,79.00555
97.32666,62.78816,28.3865,0.4181,46.05746
47.32666,6.44212,37.57135,79.77167,42.3031
34.82666,41.18353,4.79634,67.24101,12.28069
84.82666,15.85489,66.21573,23.68924,73.64903
59.82666,11.38281,47.06383,40.32173,16.51498
9.82666,34.40925,62.32789,63.63082,33.88403
6.70166,29.7275,93.25091,61.79437,98.25062
56.70166,47.81431,43.3335,71.45475,17.43603
81.70166,56.78279,54.13217,75.47104,75.1978
31.70166,33.09144,69.20857,78.15206,23.66351
44.20166,91.4506,28.8961,69.24104,4.12679
94.20166,1.68516,34.69094,13.54289,71.50021
69.20166,78.16188,41.86874,57.66483,23.09512
19.20166,65.26226,79.97548,65.49053,35.01385
12.95166,7.45605,92.85006,63.13515,31.0863
62.95166,18.79613,8.77035,46.26383,52.29865
87.95166,91.99425,74.09367,96.41734,53.34015
37.95166,27.57428,0.65546,71.39978,29.09201
25.45166,92.20502,99.92764,53.50926,85.41327
75.45166,93.46385,59.44204,5.5931,3.07861
50.45166,69.42024,77.47603,27.8324,18.8352
0.45166,61.80726,37.08593,33.39523,7.43765
0.64697,33.5867,74.08584,15.70079,51.29097
50.64697,49.52708,57.24729,6.94633,81.69316
75.64697,77.69554,77.60776,36.85955,76.7561
25.64697,29.7637,13.56572,99.03997,21.39005
38.14697,54.97774,83.35737,48.52008,6.04058
88.14697,51.30629,55.35763,2.3244,16.97106
63.14697,56.33221,54.12683,37.31452,59.0564
13.14697,52.28705,12.65643,43.16595,79.30651
19.39697,50.76525,81.47653,9.51148,53.32313
69.39697,64.29897,8.67411,69.93066,30.915
94.39697,44.79302,97.09231,42.99202,8.70167
44.39697,97.81803,89.25998,86.13468,16.63547
31.89697,53.8208,30.04897,1.59833,57.31483
81.89697,42.54259,60.39424,10.09785,89.02736
56.89697,87.5388,31.47758,19.83904,43.85448
6.89697,18.57138,59.75459,4.95961,21.62719
10.02197,83.22876,24.02314,7.66107,44.7163
60.02197,9.13163,88.46836,33.06023,88.56336
85.02197,82.37035,89.97584,74.28662,82.572
35.02197,19.51941,86.91607,36.57681,84.4545
47.52197,92.9565,48.65219,98.05422,88.36326
97.52197,66.45012,41.62946,34.27397,73.233
72.52197,91.6898,87.26216,43.61477,40.72395
22.52197,39.72648,5.98189,76.00506,80.84428
16.27197,69.88066,50.84948,66.22219,90.19273
66.27197,25.66962,86.69602,81.01762,68.78033
91.27197,57.4975,21.64422,69.32417,22.77678
41.27197,33.68745,54.61635,50.35609,37.63274
28.77197,56.94075,96.94535,39.20193,82.26202
78.77197,17.49472,82.97226,52.39321,75.22607
53.77197,91.71432,99.87406,61.77345,72.18987
3.77197,79.93494,38.07722,54.07433,22.56559
5.33447,23.81323,3.53694,29.76781,69.08923
55.33447,32.63946,97.70596,13.44948,27.77126
80.33447,30.24167,94.60146,6.57868,72.9234
30.33447,83.80134,67.86398,79.07697,94.24604
42.83447,5.94203,47.26332,35.8954,67.70796
92.83447,83.31372,3.32326,60.64886,56.25312
67.83447,10.20743,21.36808,4.45988,12.39508
17.83447,79.2396,91.88487,41.29806,2.58071
24.08447,58.1958,10.30437,7.85661,20.08178
74.08447,1.09383,72.00204,22.8886,34.70832
99.08447,59.87191,49.57863,72.51833,13.65796
49.08447,51.08246,32.17095,12.29847,9.84358
36.58447,46.21362,51.367,28.5519,5.61815
86.58447,75.10581,57.53188,67.48952,5.09387
61.58447,52.83939,10.26876,77.31369,9.32637
11.58447,22.2087,89.94406,15.92214,47.58611
8.45947,50.84247,9.68091,21.06039,9.99776
58.45947,22.49791,49.9636,98.28678,61.2042
83.45947,66.62713,40.47789,61.31549,66.78142
33.45947,41.73561,19.74744,94.02736,26.39078
45.95947,84.15498,22.38389,58.81041,0.31492
95.95947,46.18902,37.26716,12.33048,75.55767
70.95947,13.91459,38.69542,61.20309,35.1643
20.95947,16.97442,60.6375,25.17151,14.29056
14.70947,17.35195,46.51073,41.86014,77.10284
64.70947,4.11883,54.89369,2.74617,28.73416
89.70947,76.6453,48.86346,52.76346,2.30949
39.70947,60.67184,4.28315,16.32764,60.9736
27.20947,15.2956,99.54333,30.64614,53.59292
77.20947,54.23473,22.67662,60.419,59.11973
52.20947,31.43199,77.96396,65.07783,6.68347
2.20947,79.08564,65.49613,11.71675,25.93536
2.99072,20.70811,39.8478,35.7643,24.00687
52.99072,37.54918,78.49692,65.04598,44.57923
77.99072,55.39282,23.93024,60.28517,38.54688
27.99072,78.63163,45.79581,14.39581,94.81368
40.49072,85.3624,98.6293,52.34087,17.77255
90.49072,23.38674,0.31071,91.8484,75.85164
65.49072,50.79385,68.72048,25.1301,96.65057
15.49072,29.41822,96.26498,27.54972,23.80495
21.74072,19.80386,49.74936,63.03659,79.01914
71.74072,39.20149,25.89602,89.47041,54.99279
96.74072,76.20208,2.35236,96.05799,4.04028
46.74072,94.5204,54.01423,64.16748,41.80069
34.24072,57.68337,10.66121,90.25722,0.80587
84.24072,43.87586,80.9919,95.45884,42.43817
59.24072,98.70184,35.86106,1.6041,68.72754
9.24072,67.30798,16.08242,4.46058,88.82313
12.36572,47.5366,36.95989,94.93493,37.63218
62.36572,47.08692,31.87794,72.58687,0.78801
87.36572,83.55483,24.8662,66.00145,0.97638
37.36572,86.99198,11.18243,81.01759,93.90785
49.86572,4.06431,84.61321,57.73969,72.18165
99.86572,80.80854,82.76774,15.43121,29.70539
74.86572,4.72216,25.08693,96.33647,6.53548
24.86572,1.87174,77.0629,30.41081,96.50904
18.61572,1.32219,34.92973,14.83104,78.10749
68.61572,52.90942,1.18244,63.15229,52.16367
93.61572,17.25962,0.54248,37.12838,25.21193
43.61572,78.19502,81.8663,7.74499,72.32605
31.11572,8.3703,96.80486,31.90419,97.35724
81.11572,19.90775,5.64679,32.80072,65.12396
56.11572,65.33535,6.60863,17.75679,45.22029
6.11572,43.80361,8.14168,63.14745,94.63929
4.55322,38.02115,67.84195,0.43298,65.29454
54.55322,94.03203,49.86071,68.19202,72.49566
79.55322,73.74441,54.20364,14.02137,81.63371
29.55322,51.10458,32.49662,52.91207,92.80655
42.05322,2.92053,49.37936,69.88208,45.71767
92.05322,15.49361,82.93287,41.43973,8.09119
67.05322,97.69537,89.68597,49.24794,37.39297
17.05322,81.05808,22.3337,77.06458,1.74516
23.30322,66.0864,26.96986,90.13079,18.41698
73.30322,6.82001,36.79705,73.51731,59.4696
98.30322,24.72691,14.34757,6.73426,86.61552
48.30322,44.23562,78.05041,96.5077,10.48774
35.80322,77.67725,18.59525,78.53645,61.95418
85.80322,72.05767,55.24751,46.30431,0.10286
60.80322,14.06355,91.44305,30.65788,67.20035
10.80322,88.10711,46.37532,15.58732,19.66672
7.67822,19.83474,99.28984,24.32943,17.13298
57.67822,4.31909,31.80717,43.68566,72.28383
82.67822,66.07219,44.61233,36.86012,72.46442
32.67822,24.63841,73.68629,50.3195,76.21131
45.17822,22.3259,55.36299,53.20934,72.13162
95.17822,93.45084,36.09672,35.95289,17.72637
70.17822,46.55367,54.30246,35.87706,60.47793
20.17822,61.75333,18.15888,63.76268,0.65377
13.92822,13.41734,75.74628,33.77515,67.49121
63.92822,55.15397,29.39369,76.99277,57.56567
88.92822,86.0043,71.10583,45.13379,18.02641
38.92822,13.89804,23.81429,55.66568,19.11147
26.42822,0.88239,45.2222,43.631,99.31583
76.42822,67.37453,81.87523,31.99394,47.21096
51.42822,90.12092,62.39064,60.74961,14.66355
1.42822,34.1215,74.60073,87.26764,4.2481
1.0376,67.32802,68.19329,85.4722,96.53969
51.0376,38.92129,66.75245,52.14082,81.97003
76.0376,62.15661,19.40146,78.23446,82.25894
26.0376,24.38651,41.21543,8.32017,55.1743
38.5376,31.5264,37.46966,25.18243,84.12237
88.5376,60.94776,25.01669,41.93596,11.26062
63.5376,58.14667,14.75562,68.64718,97.4334
13.5376,91.40671,86.03366,79.94398,94.36832
19.7876,42.28122,52.70642,88.55258,68.75374
69.7876,94.48422,26.22225,58.04144,90.65401
94.7876,8.25269,74.35914,89.32324,82.32912
44.7876,27.81889,97.87322,55.36275,11.85108
32.2876,86.00319,19.05473,81.76436,92.04231
82.2876,48.23173,70.73245,54.08697,84.60257
57.2876,60.85634,81.97126,4.80932,38.94896
7.2876,38.34731,93.48783,66.35292,62.27793
10.4126,98.83447,99.75031,82.38113,77.97274
60.4126,16.8473,34.78224,72.1531,19.47741
85.4126,15.17766,89.87673,8.66507,49.01231
35.4126,89.65675,20.22268,51.39261,62.21618
47.9126,89.37811,61.45759,89.20647,49.76692
97.9126,76.7521,20.89498,28.59303,90.86356
72.9126,69.01959,44.59346,44.50279,18.19444
22.9126,82.14137,84.35673,24.20236,80.77759
16.6626,88.18755,33.89929,48.0301,68.72104
66.6626,30.92888,63.44925,66.80459,33.57917
91.6626,47.89798,73.81565,62.99852,84.2526
41.6626,67.05156,16.67665,27.51732,78.08921
29.1626,92.36316,43.96794,34.67301,18.07029
79.1626,35.56471,31.4742,84.4121,21.47501
54.1626,37.64991,31.98207,53.18686,47.37284
4.1626,61.19491,96.4587,92.61062,23.37474
5.7251,15.67089,42.77773,72.25353,17.759
55.7251,64.13363,30.15729,83.23098,43.25801
80.7251,15.02152,49.88626,2.0403,41.36847
30.7251,83.66087,41.47694,46.68811,28.06679
43.2251,7.15316,78.61011,94.19705,50.22439
93.2251,49.29735,15.39843,74.04384,20.50747
68.2251,42.73372,45.46734,8.48414,15.36294
18.2251,46.21097,35.1622,44.44336,8.0545
24.4751,72.06498,5.17071,52.0345,54.96995
74.4751,45.90962,54.37662,45.65355,62.24585
99.4751,58.75438,58.80828,24.94664,91.77514
49.4751,62.45644,59.74338,11.96547,96.54327
36.9751,32.93228,46.37815,46.56334,55.12213
86.9751,85.72398,19.35645,6.81144,95.63777
61.9751,93.33706,7.06764,29.64771,16.51995
11.9751,75.93482,70.78809,59.5913,10.5281
8.8501,96.15457,47.75777,46.9845,85.32015
58.8501,56.26724,30.92413,93.56377,31.07776
83.8501,12.66985,70.17526,2.58339,26.29916
33.8501,8.13783,0.87075,82.66458,14.85235
46.3501,15.8279,80.03631,6.14889,59.52665
96.3501,93.71434,48.01618,82.1143,17.96976
71.3501,69.70206,42.67718,7.65811,65.64578
21.3501,30.35278,81.56949,58.59413,46.76183
15.1001,9.15277,6.56152,28.10212,34.02994
65.1001,90.0803,39.5574,69.60716,18.41857
90.1001,45.56727,37.7892,72.60934,78.10482
40.1001,27.41034,40.59948,17.02276,4.07317
27.6001,62.63317,38.11793,95.01322,0.89025
77.6001,49.8005,93.64696,84.30726,26.70441
52.6001,21.59599,69.87518,12.78307,36.03523
2.6001,65.8022,24.35417,32.69239,32.82384
1.81885,86.95798,6.93495,30.81419,50.12625
51.81885,35.76553,49.5899,55.69157,14.34558
76.81885,69.76085,65.72577,88.5813,25.85123
26.81885,31.28813,90.45146,18.84713,93.08354
39.31885,80.8234,19.28007,66.05829,52.68055
89.31885,36.3471,15.7367,18.42648,57.98727
64.31885,0.76633,34.18064,65.98027,71.60031
14.31885,52.72522,77.3775,63.60501,81.83828
20.56885,94.17996,87.15868,99.20818,3.33482
70.56885,80.97351,87.32496,79.09104,17.36344
95.56885,14.19606,22.55067,82.06417,55.48566
45.56885,51.00255,23.54796,29.5521,7.2349
33.06885,70.43291,16.54166,94.02535,29.52915
83.06885,46.77679,54.26922,96.36225,5.4793
58.06885,17.35859,23.37087,93.96968,88.42264
8.06885,73.4486,90.40497,12.8942,87.08504
11.19385,65.46758,75.13221,87.14785,0.98707
61.19385,91.64224,96.53944,25.28218,19.39499
86.19385,2.1305,43.64798,10.60515,82.97344
36.19385,33.9658,35.32022,68.51801,41.36508
48.69385,96.19527,14.07663,22.24988,42.34302
98.69385,30.96359,45.77883,64.43595,42.28818
73.69385,84.53246,49.894,62.28409,58.56533
23.69385,86.31689,19.22005,51.9217,42.6469
17.44385,24.37708,63.97368,86.24326,2.92898
67.44385,89.00234,98.99562,37.51829,91.47338
92.44385,21.92445,88.66306,43.26396,47.67137
42.44385,11.94044,99.43296,28.14108,5.72332
29.94385,83.29133,21.03844,63.3299,29.59284
79.94385,50.27917,13.97691,22.11399,12.61256
54.94385,44.02934,49.18118,69.96547,71.49058
4.94385,70.02364,74.26885,30.54893,69.90151
3.38135,62.69114,90.66926,76.28364,83.74927
53.38135,44.42506,74.61411,52.48969,45.2193
78.38135,71.38778,5.20704,8.06168,30.81642
28.38135,75.26996,24.14965,25.92872,31.61861
40.88135,49.51311,67.15727,91.26743,64.38808
90.88135,46.76927,86.87262,38.37298,84.08299
65.88135,79.91791,75.24797,30.96045,93.24262
15.88135,71.54161,42.65963,69.0048,25.14718
22.13135,88.17052,98.36658,49.24254,8.40988
72.13135,34.63087,27.86089,11.08588,6.31319
97.13135,89.06074,93.91864,23.15059,45.58414
47.13135,73.47069,13.58811,63.43372,27.02837
34.63135,4.74822,95.22664,26.78824,64.37129
84.63135,12.00432,79.38017,44.53773,64.728
59.63135,28.54749,69.08624,0.29718,56.34897
9.63135,60.23042,53.48663,31.92328,62.64284
6.50635,20.00957,17.23649,37.28616,57.3266
56.50635,18.50495,24.99612,17.76416,81.1758
81.50635,53.34376,37.59377,76.73486,96.46064
31.50635,64.96994,25.72584,3.28129,43.80242
44.00635,3.60094,38.36804,81.68457,39.87602
94.00635,45.36222,28.54624,8.49529,69.68846
69.00635,63.26999,6.01992,70.54505,66.69783
19.00635,47.49333,92.14329,18.39542,93.79088
12.75635,4.52193,74.42086,3.42361,89.30402
62.75635,89.06536,69.44258,32.80025,41.72812
87.75635,28.62858,79.79485,34.23127,5.79558
37.75635,30.35768,49.38599,16.79379,40.3442
25.25635,13.12418,68.47947,48.05684,25.16562
75.25635,14.22341,31.82138,71.48768,12.47709
50.25635,91.71044,33.96372,30.71459,9.82935
0.25635,95.22885,8.21009,31.45847,70.42589
0.354,82.50874,84.94562,95.69609,97.35289
50.354,10.34361,62.57584,63.00461,91.40524
75.354,90.89256,78.58263,55.8884,41.45542
25.354,42.57941,44.80515,54.7597,51.91194
37.854,55.43408,63.63352,8.43748,46.48644
87.854,96.23907,67.30163,62.62774,68.89124
62.854,52.36554,26.71419,30.35228,13.06016
12.854,66.95989,13.45853,48.65108,93.53194
19.104,3.6477,97.90201,41.90233,82.14491
69.104,15.40693,12.13217,28.20122,51.49705
94.104,9.37922,41.42606,52.13585,46.68766
44.104,31.87318,20.98306,2.95957,77.51413
31.604,69.6377,47.66399,81.57987,62.54158
81.604,25.49115,75.23125,52.31487,82.07466
56.604,99.85639,73.00852,33.34325,38.73617
6.604,79.35787,81.42697,50.36277,29.91124
9.729,37.85108,16.00144,97.60684,18.01867
59.729,34.90664,77.39484,64.25697,99.32919
84.729,86.75165,61.89929,74.9584,26.48726
34.729,73.47262,44.06573,72.9883,68.50943
47.229,83.49509,2.23564,78.59084,57.24876
97.229,71.74607,26.08126,75.59647,52.14744
72.229,26.48582,28.32311,75.32979,82.89929
22.229,84.98917,17.21104,18.50014,14.36179
15.979,18.15129,56.74778,81.63242,92.59413
65.979,86.08115,56.13544,34.7768,67.33633
90.979,98.03867,48.76486,39.41809,40.54219
40.979,49.25651,73.97879,26.32909,34.81309
28.479,59.94136,3.60752,21.49919,35.80683
78.479,11.12263,77.60729,68.6485,39.66347
53.479,47.62967,3.24341,67.76483,20.04288
3.479,94.88357,18.55061,57.81937,68.70864
5.0415,99.54323,84.15342,90.62536,76.46524
55.0415,62.52245,68.64218,40.22172,21.40857
80.0415,62.73328,49.8117,63.2023,60.06233
30.0415,82.50425,47.06404,81.73629,72.37338
42.5415,83.00129,32.00435,34.7514,33.08492
92.5415,47.30068,99.8452,37.35064,13.93723
67.5415,71.98669,61.23978,24.17226,14.37287
17.5415,80.34333,2.65532,66.9012,13.77579
23.7915,65.0759,9.98215,21.8907,1.58829
73.7915,11.37135,23.26557,33.50408,39.41296
98.7915,43.1862,69.01466,87.01911,16.36149
48.7915,24.62882,69.82966,0.29353,14.67785
36.2915,99.50145,81.01853,35.4286,27.99386
86.2915,99.86717,76.98452,31.74666,44.10324
61.2915,90.36765,72.7424,38.77503,78.29078
11.2915,22.83494,81.59813,65.18931,30.23362
8.1665,24.04398,9.69062,74.7186,71.15888
58.1665,1.57508,80.60612,25.83032,34.86896
83.1665,92.58648,75.47198,71.03038,42.29734
33.1665,95.29839,6.74547,78.67723,65.22685
45.6665,75.32856,52.49772,80.48149,2.15268
95.6665,62.75304,56.31143,20.97154,99.49029
70.6665,98.26802,13.63661,65.9861,58.44775
20.6665,58.62897,68.31763,72.56105,34.87773
14.4165,82.58276,81.34574,35.25914,32.98764
64.4165,16.11324,55.92034,83.94,78.53751
89.4165,22.52026,15.64882,51.72674,58.66625
39.4165,62.81276,86.56,55.26713,62.47189
26.9165,12.66043,90.191,60.1695,53.45956
76.9165,6.02354,95.68235,52.91451,94.36867
51.9165,55.07151,73.15332,93.36214,51.35981
1.9165,50.68859,16.36779,94.01604,91.9666
2.69775,67.39839,74.45995,56.57255,75.80438
52.69775,32.5145,31.31454,20.16636,5.21869
77.69775,20.77464,26.90412,65.49427,49.20195
27.69775,67.62415,39.96444,72.01276,76.27183
40.19775,48.88377,7.00736,92.84994,11.31154
90.19775,91.17183,48.83761,67.3706,8.45219
65.19775,41.05672,33.63828,15.30624,17.72936
15.19775,86.2461,99.8701,10.87979,13.05994
21.44775,52.27997,69.41879,83.54242,81.90772
71.44775,0.37221,45.76339,40.47636,61.10052
96.44775,22.49646,42.90283,6.25309,24.83276
46.44775,86.14121,44.21379,25.40189,33.47695
33.94775,83.20527,5.14524,69.76323,54.97794
83.94775,53.02481,48.77839,29.21936,96.44688
58.94775,77.02289,86.32082,78.8174,27.71202
8.94775,96.25822,91.68788,40.356,95.98812
12.07275,79.36031,24.83996,30.62398,27.70597
62.07275,62.57236,64.29975,86.3114,4.32974
87.07275,42.06304,66.434,74.23611,10.23844
37.07275,4.40321,3.91544,0.97059,71.96027
49.57275,51.62487,4.64532,75.4352,3.29525
99.57275,44.43607,50.11779,16.92547,0.21403
74.57275,17.38932,47.98989,1.00741,40.27627
24.57275,39.71228,77.58203,97.36898,68.47435
18.32275,31.89707,93.87385,97.56579,99.67785
68.32275,52.46738,48.42181,83.35467,98.57684
93.32275,78.78103,16.28536,26.74227,43.9344
43.32275,42.17712,3.11138,83.13335,89.2335
30.82275,22.63592,75.05675,83.67978,40.82661
80.82275,92.37245,67.41886,20.56107,11.46722
55.82275,64.67007,27.43561,16.23885,46.78447
5.82275,68.15529,23.06045,62.25931,18.70895
4.26025,25.14874,49.30973,84.09182,64.07301
54.26025,97.47807,25.36761,72.27831,43.84756
79.26025,71.16202,71.16407,64.64661,89.32231
29.26025,78.44622,33.22514,63.38363,83.48364
41.76025,5.69848,9.29855,46.24733,51.98784
